"","hour","valid_speed_count"
"2376",2024-04-09,2795
"2377",2024-04-09,2369
"2378",2024-04-09,1877
"2379",2024-04-09,1206
"2380",2024-04-09,859
"2381",2024-04-09,509
"2382",2024-04-09,359
"2383",2024-04-09,169
"2384",2024-04-09,131
"2385",2024-04-09,96
"2386",2024-04-10,78
"2387",2024-04-10,147
"2388",2024-04-10,418
"2389",2024-04-10,1619
"2390",2024-04-10,2484
"2391",2024-04-10,2906
"2392",2024-04-10,2817
"2393",2024-04-10,2553
"2394",2024-04-10,2524
"2395",2024-04-10,2532
"2396",2024-04-10,2496
"2397",2024-04-10,2533
"2398",2024-04-10,2877
"2399",2024-04-10,2925
"2400",2024-04-10,2856
"2401",2024-04-10,2493
"2402",2024-04-10,1983
"2403",2024-04-10,1297
"2404",2024-04-10,818
"2405",2024-04-10,476
"2406",2024-04-10,391
"2407",2024-04-10,172
"2408",2024-04-10,110
"2409",2024-04-10,108
"2410",2024-04-11,84
"2411",2024-04-11,164
"2412",2024-04-11,456
"2413",2024-04-11,1681
"2414",2024-04-11,2692
"2415",2024-04-11,2892
"2416",2024-04-11,2879
"2417",2024-04-11,2711
"2418",2024-04-11,2613
"2419",2024-04-11,2553
"2420",2024-04-11,2505
"2421",2024-04-11,2628
"2422",2024-04-11,2728
"2423",2024-04-11,2653
"2424",2024-04-11,2966
"2425",2024-04-11,2470
"2426",2024-04-11,2156
"2427",2024-04-11,1408
"2428",2024-04-11,983
"2429",2024-04-11,514
"2430",2024-04-11,390
"2431",2024-04-11,236
"2432",2024-04-11,126
"2433",2024-04-11,121
"2434",2024-04-12,86
"2435",2024-04-12,143
"2436",2024-04-12,436
"2437",2024-04-12,1544
"2438",2024-04-12,2505
"2439",2024-04-12,2618
"2440",2024-04-12,2519
"2441",2024-04-12,2776
"2442",2024-04-12,2583
"2443",2024-04-12,2684
"2444",2024-04-12,2714
"2445",2024-04-12,2900
"2446",2024-04-12,2875
"2447",2024-04-12,2878
"2448",2024-04-12,2976
"2449",2024-04-12,2732
"2450",2024-04-12,2461
"2451",2024-04-12,1639
"2452",2024-04-12,1160
"2453",2024-04-12,732
"2454",2024-04-12,518
"2455",2024-04-12,252
"2456",2024-04-12,219
"2457",2024-04-12,164
"2458",2024-04-13,160
"2459",2024-04-13,108
"2460",2024-04-13,245
"2461",2024-04-13,654
"2462",2024-04-13,938
"2463",2024-04-13,1365
"2464",2024-04-13,1937
"2465",2024-04-13,2571
"2466",2024-04-13,2577
"2467",2024-04-13,2527
"2468",2024-04-13,2411
"2469",2024-04-13,2641
"2470",2024-04-13,2582
"2471",2024-04-13,2505
"2472",2024-04-13,2359
"2473",2024-04-13,2521
"2474",2024-04-13,2443
"2475",2024-04-13,1751
"2476",2024-04-13,1221
"2477",2024-04-13,711
"2478",2024-04-13,459
"2479",2024-04-13,260
"2480",2024-04-13,226
"2481",2024-04-13,166
"2482",2024-04-14,124
"2483",2024-04-14,91
"2484",2024-04-14,156
"2485",2024-04-14,413
"2486",2024-04-14,553
"2487",2024-04-14,739
"2488",2024-04-14,1079
"2489",2024-04-14,1636
"2490",2024-04-14,1812
"2491",2024-04-14,1877
"2492",2024-04-14,2118
"2493",2024-04-14,2452
"2494",2024-04-14,2499
"2495",2024-04-14,2341
"2496",2024-04-14,2379
"2497",2024-04-14,2547
"2498",2024-04-14,2065
"2499",2024-04-14,1443
"2500",2024-04-14,867
"2501",2024-04-14,527
"2502",2024-04-14,360
"2503",2024-04-14,222
"2504",2024-04-14,124
"2505",2024-04-14,142
"2506",2024-04-15,132
"2507",2024-04-15,206
"2508",2024-04-15,555
"2509",2024-04-15,1865
"2510",2024-04-15,2645
"2511",2024-04-15,2826
"2512",2024-04-15,2800
"2513",2024-04-15,2231
"2514",2024-04-15,2388
"2515",2024-04-15,2491
"2516",2024-04-15,2675
"2517",2024-04-15,2462
"2518",2024-04-15,2867
"2519",2024-04-15,2780
"2520",2024-04-15,2484
"2521",2024-04-15,2313
"2522",2024-04-15,1921
"2523",2024-04-15,1219
"2524",2024-04-15,825
"2525",2024-04-15,532
"2526",2024-04-15,307
"2527",2024-04-15,172
"2528",2024-04-15,77
"2529",2024-04-15,95
"2530",2024-04-16,104
"2531",2024-04-16,165
"2532",2024-04-16,446
"2533",2024-04-16,1627
"2534",2024-04-16,2628
"2535",2024-04-16,2799
"2536",2024-04-16,2744
"2537",2024-04-16,2623
"2538",2024-04-16,2373
"2539",2024-04-16,2580
"2540",2024-04-16,2417
"2541",2024-04-16,2419
"2542",2024-04-16,2701
"2543",2024-04-16,2705
"2544",2024-04-16,2578
"2545",2024-04-16,2052
"2546",2024-04-16,1756
"2547",2024-04-16,1072
"2548",2024-04-16,725
"2549",2024-04-16,523
"2550",2024-04-16,323
"2551",2024-04-16,170
"2552",2024-04-16,109
"2553",2024-04-16,70
"2554",2024-04-17,97
"2555",2024-04-17,135
"2556",2024-04-17,421
"2557",2024-04-17,1740
"2558",2024-04-17,2702
"2559",2024-04-17,2880
"2560",2024-04-17,2771
"2561",2024-04-17,2706
"2562",2024-04-17,2346
"2563",2024-04-17,2440
"2564",2024-04-17,2607
"2565",2024-04-17,2498
"2566",2024-04-17,2812
"2567",2024-04-17,2934
"2568",2024-04-17,2644
"2569",2024-04-17,2408
"2570",2024-04-17,1828
"2571",2024-04-17,1146
"2572",2024-04-17,831
"2573",2024-04-17,401
"2574",2024-04-17,310
"2575",2024-04-17,220
"2576",2024-04-17,132
"2577",2024-04-17,82
"2578",2024-04-18,85
"2579",2024-04-18,139
"2580",2024-04-18,429
"2581",2024-04-18,1651
"2582",2024-04-18,2678
"2583",2024-04-18,2665
"2584",2024-04-18,2863
"2585",2024-04-18,2548
"2586",2024-04-18,2465
"2587",2024-04-18,1824
"2588",2024-04-18,1302
"2589",2024-04-18,1424
"2590",2024-04-18,1547
"2591",2024-04-18,1636
"2592",2024-04-18,1478
"2593",2024-04-18,1346
"2594",2024-04-18,1013
"2595",2024-04-18,674
"2596",2024-04-18,447
"2597",2024-04-18,305
"2598",2024-04-18,163
"2599",2024-04-18,102
"2600",2024-04-18,77
"2601",2024-04-18,60
"2602",2024-04-19,63
"2603",2024-04-19,84
"2604",2024-04-19,212
"2605",2024-04-19,813
"2606",2024-04-19,1332
"2607",2024-04-19,1522
"2608",2024-04-19,1541
"2609",2024-04-19,1401
"2610",2024-04-19,1357
"2611",2024-04-19,1336
"2612",2024-04-19,1451
"2613",2024-04-19,1499
"2614",2024-04-19,1453
"2615",2024-04-19,1479
"2616",2024-04-19,1448
"2617",2024-04-19,1373
"2618",2024-04-19,995
"2619",2024-04-19,759
"2620",2024-04-19,549
"2621",2024-04-19,361
"2622",2024-04-19,236
"2623",2024-04-19,160
"2624",2024-04-19,103
"2625",2024-04-19,93
"2626",2024-04-20,56
"2627",2024-04-20,51
"2628",2024-04-20,120
"2629",2024-04-20,305
"2630",2024-04-20,407
"2631",2024-04-20,599
"2632",2024-04-20,821
"2633",2024-04-20,1007
"2634",2024-04-20,1056
"2635",2024-04-20,1009
"2636",2024-04-20,1110
"2637",2024-04-20,1203
"2638",2024-04-20,1204
"2639",2024-04-20,1119
"2640",2024-04-20,1116
"2641",2024-04-20,1130
"2642",2024-04-20,1024
"2643",2024-04-20,725
"2644",2024-04-20,570
"2645",2024-04-20,310
"2646",2024-04-20,212
"2647",2024-04-20,170
"2648",2024-04-20,97
"2649",2024-04-20,69
"2650",2024-04-21,44
"2651",2024-04-21,35
"2652",2024-04-21,90
"2653",2024-04-21,213
"2654",2024-04-21,241
"2655",2024-04-21,330
"2656",2024-04-21,449
"2657",2024-04-21,673
"2658",2024-04-21,773
"2659",2024-04-21,924
"2660",2024-04-21,935
"2661",2024-04-21,1071
"2662",2024-04-21,1202
"2663",2024-04-21,1101
"2664",2024-04-21,1163
"2665",2024-04-21,1166
"2666",2024-04-21,959
"2667",2024-04-21,695
"2668",2024-04-21,426
"2669",2024-04-21,235
"2670",2024-04-21,159
"2671",2024-04-21,108
"2672",2024-04-21,86
"2673",2024-04-21,55
"2674",2024-04-22,99
"2675",2024-04-22,121
"2676",2024-04-22,276
"2677",2024-04-22,1904
"2678",2024-04-22,2713
"2679",2024-04-22,2773
"2680",2024-04-22,2857
"2681",2024-04-22,2536
"2682",2024-04-22,2459
"2683",2024-04-22,2511
"2684",2024-04-22,2147
"2685",2024-04-22,2569
"2686",2024-04-22,2843
"2687",2024-04-22,2780
"2688",2024-04-22,2612
"2689",2024-04-22,2311
"2690",2024-04-22,1674
"2691",2024-04-22,1076
"2692",2024-04-22,702
"2693",2024-04-22,416
"2694",2024-04-22,312
"2695",2024-04-22,173
"2696",2024-04-22,105
"2697",2024-04-22,89
"2698",2024-04-23,87
"2699",2024-04-23,155
"2700",2024-04-23,427
"2701",2024-04-23,1715
"2702",2024-04-23,2686
"2703",2024-04-23,2833
"2704",2024-04-23,3040
"2705",2024-04-23,2571
"2706",2024-04-23,2521
"2707",2024-04-23,2423
"2708",2024-04-23,2424
"2709",2024-04-23,2429
"2710",2024-04-23,2765
"2711",2024-04-23,2850
"2712",2024-04-23,2602
"2713",2024-04-23,2260
"2714",2024-04-23,1912
"2715",2024-04-23,1208
"2716",2024-04-23,762
"2717",2024-04-23,378
"2718",2024-04-23,339
"2719",2024-04-23,168
"2720",2024-04-23,102
"2721",2024-04-23,115
"2722",2024-04-24,109
"2723",2024-04-24,169
"2724",2024-04-24,448
"2725",2024-04-24,1687
"2726",2024-04-24,2826
"2727",2024-04-24,3033
"2728",2024-04-24,2873
"2729",2024-04-24,2615
"2730",2024-04-24,2479
"2731",2024-04-24,2475
"2732",2024-04-24,2434
"2733",2024-04-24,2630
"2734",2024-04-24,2792
"2735",2024-04-24,2766
"2736",2024-04-24,2689
"2737",2024-04-24,2382
"2738",2024-04-24,1770
"2739",2024-04-24,1222
"2740",2024-04-24,792
"2741",2024-04-24,549
"2742",2024-04-24,372
"2743",2024-04-24,139
"2744",2024-04-24,103
"2745",2024-04-24,91
"2746",2024-04-25,87
"2747",2024-04-25,143
"2748",2024-04-25,410
"2749",2024-04-25,1715
"2750",2024-04-25,2736
"2751",2024-04-25,2811
"2752",2024-04-25,2727
"2753",2024-04-25,2598
"2754",2024-04-25,2527
"2755",2024-04-25,2313
"2756",2024-04-25,2396
"2757",2024-04-25,2504
"2758",2024-04-25,2673
"2759",2024-04-25,2743
"2760",2024-04-25,2648
"2761",2024-04-25,2430
"2762",2024-04-25,1854
"2763",2024-04-25,1246
"2764",2024-04-25,884
"2765",2024-04-25,573
"2766",2024-04-25,397
"2767",2024-04-25,218
"2768",2024-04-25,142
"2769",2024-04-25,71
"2770",2024-04-26,113
"2771",2024-04-26,158
"2772",2024-04-26,446
"2773",2024-04-26,1660
"2774",2024-04-26,2573
"2775",2024-04-26,2701
"2776",2024-04-26,2751
"2777",2024-04-26,2678
"2778",2024-04-26,2623
"2779",2024-04-26,2643
"2780",2024-04-26,2683
"2781",2024-04-26,2791
"2782",2024-04-26,3066
"2783",2024-04-26,3004
"2784",2024-04-26,2878
"2785",2024-04-26,2739
"2786",2024-04-26,2243
"2787",2024-04-26,1459
"2788",2024-04-26,1057
"2789",2024-04-26,696
"2790",2024-04-26,481
"2791",2024-04-26,300
"2792",2024-04-26,224
"2793",2024-04-26,139
"2794",2024-04-27,111
"2795",2024-04-27,127
"2796",2024-04-27,259
"2797",2024-04-27,700
"2798",2024-04-27,924
"2799",2024-04-27,1264
"2800",2024-04-27,1733
"2801",2024-04-27,2210
"2802",2024-04-27,2317
"2803",2024-04-27,2240
"2804",2024-04-27,2123
"2805",2024-04-27,2534
"2806",2024-04-27,2433
"2807",2024-04-27,2093
"2808",2024-04-27,2132
"2809",2024-04-27,2112
"2810",2024-04-27,2056
"2811",2024-04-27,1530
"2812",2024-04-27,985
"2813",2024-04-27,666
"2814",2024-04-27,386
"2815",2024-04-27,329
"2816",2024-04-27,203
"2817",2024-04-27,159
"2818",2024-04-28,109
"2819",2024-04-28,61
"2820",2024-04-28,202
"2821",2024-04-28,415
"2822",2024-04-28,489
"2823",2024-04-28,620
"2824",2024-04-28,963
"2825",2024-04-28,1446
"2826",2024-04-28,1756
"2827",2024-04-28,1776
"2828",2024-04-28,1950
"2829",2024-04-28,2195
"2830",2024-04-28,2188
"2831",2024-04-28,2101
"2832",2024-04-28,2210
"2833",2024-04-28,2595
"2834",2024-04-28,2089
"2835",2024-04-28,1459
"2836",2024-04-28,1009
"2837",2024-04-28,576
"2838",2024-04-28,343
"2839",2024-04-28,208
"2840",2024-04-28,167
"2841",2024-04-28,132
"2842",2024-04-29,148
"2843",2024-04-29,223
"2844",2024-04-29,564
"2845",2024-04-29,1898
"2846",2024-04-29,2766
"2847",2024-04-29,2974
"2848",2024-04-29,2852
"2849",2024-04-29,2543
"2850",2024-04-29,2480
"2851",2024-04-29,2471
"2852",2024-04-29,2520
"2853",2024-04-29,2529
"2854",2024-04-29,2923
"2855",2024-04-29,2785
"2856",2024-04-29,2776
"2857",2024-04-29,2405
"2858",2024-04-29,1724
"2859",2024-04-29,1187
"2860",2024-04-29,834
"2861",2024-04-29,524
"2862",2024-04-29,387
"2863",2024-04-29,214
"2864",2024-04-29,100
"2865",2024-04-29,96
"2866",2024-04-30,71
"2867",2024-04-30,141
"2868",2024-04-30,445
"2869",2024-04-30,1779
"2870",2024-04-30,2569
"2871",2024-04-30,2970
"2872",2024-04-30,2759
"2873",2024-04-30,2710
"2874",2024-04-30,2606
"2875",2024-04-30,2671
"2876",2024-04-30,2553
"2877",2024-04-30,2748
"2878",2024-04-30,2998
"2879",2024-04-30,3025
"2880",2024-04-30,2695
"2881",2024-04-30,2460
"2882",2024-04-30,1950
"2883",2024-04-30,1393
"2884",2024-04-30,988
"2885",2024-04-30,682
"2886",2024-04-30,460
"2887",2024-04-30,285
"2888",2024-04-30,193
"2889",2024-04-30,127
"2890",2024-05-01,96
"2891",2024-05-01,87
"2892",2024-05-01,235
"2893",2024-05-01,723
"2894",2024-05-01,958
"2895",2024-05-01,1033
"2896",2024-05-01,1441
"2897",2024-05-01,1758
"2898",2024-05-01,1918
"2899",2024-05-01,1966
"2900",2024-05-01,1892
"2901",2024-05-01,2190
"2902",2024-05-01,2094
"2903",2024-05-01,2191
"2904",2024-05-01,2144
"2905",2024-05-01,1462
"2906",2024-05-01,1688
"2907",2024-05-01,1297
"2908",2024-05-01,772
"2909",2024-05-01,504
"2910",2024-05-01,299
"2911",2024-05-01,148
"2912",2024-05-01,111
"2913",2024-05-01,74
"2914",2024-05-02,70
"2915",2024-05-02,193
"2916",2024-05-02,535
"2917",2024-05-02,1787
"2918",2024-05-02,2579
"2919",2024-05-02,2867
"2920",2024-05-02,2850
"2921",2024-05-02,2741
"2922",2024-05-02,1674
"2923",2024-05-02,2397
"2924",2024-05-02,2490
"2925",2024-05-02,2565
"2926",2024-05-02,2938
"2927",2024-05-02,2787
"2928",2024-05-02,2849
"2929",2024-05-02,2290
"2930",2024-05-02,1846
"2931",2024-05-02,1264
"2932",2024-05-02,856
"2933",2024-05-02,474
"2934",2024-05-02,343
"2935",2024-05-02,175
"2936",2024-05-02,118
"2937",2024-05-02,95
"2938",2024-05-03,100
"2939",2024-05-03,133
"2940",2024-05-03,432
"2941",2024-05-03,1702
"2942",2024-05-03,2473
"2943",2024-05-03,2715
"2944",2024-05-03,2681
"2945",2024-05-03,2645
"2946",2024-05-03,2648
"2947",2024-05-03,2602
"2948",2024-05-03,2712
"2949",2024-05-03,2829
"2950",2024-05-03,2885
"2951",2024-05-03,2912
"2952",2024-05-03,2815
"2953",2024-05-03,2721
"2954",2024-05-03,1953
"2955",2024-05-03,1354
"2956",2024-05-03,1038
"2957",2024-05-03,613
"2958",2024-05-03,429
"2959",2024-05-03,297
"2960",2024-05-03,164
"2961",2024-05-03,96
"2962",2024-05-04,97
"2963",2024-05-04,85
"2964",2024-05-04,235
"2965",2024-05-04,602
"2966",2024-05-04,852
"2967",2024-05-04,1259
"2968",2024-05-04,1754
"2969",2024-05-04,2190
"2970",2024-05-04,2327
"2971",2024-05-04,2104
"2972",2024-05-04,2426
"2973",2024-05-04,2479
"2974",2024-05-04,2467
"2975",2024-05-04,2418
"2976",2024-05-04,2442
"2977",2024-05-04,2541
"2978",2024-05-04,2234
"2979",2024-05-04,1715
"2980",2024-05-04,1469
"2981",2024-05-04,1016
"2982",2024-05-04,1126
"2983",2024-05-04,436
"2984",2024-05-04,228
"2985",2024-05-04,162
"2986",2024-05-05,104
"2987",2024-05-05,85
"2988",2024-05-05,177
"2989",2024-05-05,424
"2990",2024-05-05,481
"2991",2024-05-05,682
"2992",2024-05-05,1114
"2993",2024-05-05,1252
"2994",2024-05-05,1643
"2995",2024-05-05,1721
"2996",2024-05-05,1945
"2997",2024-05-05,2058
"2998",2024-05-05,2341
"2999",2024-05-05,2199
"3000",2024-05-05,2267
"3001",2024-05-05,2324
"3002",2024-05-05,1822
"3003",2024-05-05,1399
"3004",2024-05-05,936
"3005",2024-05-05,488
"3006",2024-05-05,385
"3007",2024-05-05,159
"3008",2024-05-05,139
"3009",2024-05-05,97
"3010",2024-05-06,170
"3011",2024-05-06,215
"3012",2024-05-06,521
"3013",2024-05-06,1925
"3014",2024-05-06,2713
"3015",2024-05-06,2782
"3016",2024-05-06,2865
"3017",2024-05-06,2548
"3018",2024-05-06,2477
"3019",2024-05-06,2449
"3020",2024-05-06,2398
"3021",2024-05-06,2418
"3022",2024-05-06,2849
"3023",2024-05-06,2817
"3024",2024-05-06,2659
"3025",2024-05-06,2245
"3026",2024-05-06,1754
"3027",2024-05-06,1094
"3028",2024-05-06,758
"3029",2024-05-06,464
"3030",2024-05-06,315
"3031",2024-05-06,174
"3032",2024-05-06,87
"3033",2024-05-06,66
"3034",2024-05-07,71
"3035",2024-05-07,106
"3036",2024-05-07,442
"3037",2024-05-07,1694
"3038",2024-05-07,2546
"3039",2024-05-07,2720
"3040",2024-05-07,2796
"3041",2024-05-07,2594
"3042",2024-05-07,2528
"3043",2024-05-07,2468
"3044",2024-05-07,2507
"3045",2024-05-07,2652
"3046",2024-05-07,2793
"3047",2024-05-07,2763
"3048",2024-05-07,2695
"3049",2024-05-07,2572
"3050",2024-05-07,2054
"3051",2024-05-07,1265
"3052",2024-05-07,1006
"3053",2024-05-07,612
"3054",2024-05-07,415
"3055",2024-05-07,268
"3056",2024-05-07,112
"3057",2024-05-07,90
"3058",2024-05-08,72
"3059",2024-05-08,100
"3060",2024-05-08,224
"3061",2024-05-08,748
"3062",2024-05-08,944
"3063",2024-05-08,986
"3064",2024-05-08,1166
"3065",2024-05-08,1449
"3066",2024-05-08,1580
"3067",2024-05-08,1586
"3068",2024-05-08,1600
"3069",2024-05-08,1837
"3070",2024-05-08,1678
"3071",2024-05-08,1904
"3072",2024-05-08,1921
"3073",2024-05-08,1992
"3074",2024-05-08,1760
"3075",2024-05-08,1298
"3076",2024-05-08,934
"3077",2024-05-08,585
"3078",2024-05-08,398
"3079",2024-05-08,200
"3080",2024-05-08,128
"3081",2024-05-08,94
"3082",2024-05-09,111
"3083",2024-05-09,139
"3084",2024-05-09,404
"3085",2024-05-09,1559
"3086",2024-05-09,2603
"3087",2024-05-09,2946
"3088",2024-05-09,2946
"3089",2024-05-09,2630
"3090",2024-05-09,2789
"3091",2024-05-09,2606
"3092",2024-05-09,2625
"3093",2024-05-09,2852
"3094",2024-05-09,2880
"3095",2024-05-09,3034
"3096",2024-05-09,2687
"3097",2024-05-09,2553
"3098",2024-05-09,2042
"3099",2024-05-09,1424
"3100",2024-05-09,944
"3101",2024-05-09,529
"3102",2024-05-09,388
"3103",2024-05-09,213
"3104",2024-05-09,115
"3105",2024-05-09,76
"3106",2024-05-10,94
"3107",2024-05-10,123
"3108",2024-05-10,430
"3109",2024-05-10,1483
"3110",2024-05-10,2458
"3111",2024-05-10,2647
"3112",2024-05-10,2692
"3113",2024-05-10,2654
"3114",2024-05-10,2701
"3115",2024-05-10,2667
"3116",2024-05-10,2708
"3117",2024-05-10,2859
"3118",2024-05-10,2679
"3119",2024-05-10,2783
"3120",2024-05-10,2779
"3121",2024-05-10,2729
"3122",2024-05-10,2298
"3123",2024-05-10,1522
"3124",2024-05-10,1014
"3125",2024-05-10,625
"3126",2024-05-10,526
"3127",2024-05-10,334
"3128",2024-05-10,225
"3129",2024-05-10,145
"3130",2024-05-11,131
"3131",2024-05-11,115
"3132",2024-05-11,271
"3133",2024-05-11,652
"3134",2024-05-11,964
"3135",2024-05-11,1407
"3136",2024-05-11,1758
"3137",2024-05-11,2198
"3138",2024-05-11,2356
"3139",2024-05-11,2397
"3140",2024-05-11,2470
"3141",2024-05-11,2489
"3142",2024-05-11,2490
"3143",2024-05-11,2387
"3144",2024-05-11,2282
"3145",2024-05-11,2387
"3146",2024-05-11,2048
"3147",2024-05-11,1596
"3148",2024-05-11,1032
"3149",2024-05-11,604
"3150",2024-05-11,401
"3151",2024-05-11,381
"3152",2024-05-11,258
"3153",2024-05-11,147
"3154",2024-05-12,66
"3155",2024-05-12,64
"3156",2024-05-12,159
"3157",2024-05-12,416
"3158",2024-05-12,466
"3159",2024-05-12,649
"3160",2024-05-12,1101
"3161",2024-05-12,1337
"3162",2024-05-12,1923
"3163",2024-05-12,1972
"3164",2024-05-12,2167
"3165",2024-05-12,2362
"3166",2024-05-12,2452
"3167",2024-05-12,2401
"3168",2024-05-12,2473
"3169",2024-05-12,2584
"3170",2024-05-12,2229
"3171",2024-05-12,1464
"3172",2024-05-12,1080
"3173",2024-05-12,516
"3174",2024-05-12,396
"3175",2024-05-12,229
"3176",2024-05-12,173
"3177",2024-05-12,102
"3178",2024-05-13,156
"3179",2024-05-13,243
"3180",2024-05-13,604
"3181",2024-05-13,1943
"3182",2024-05-13,2783
"3183",2024-05-13,2930
"3184",2024-05-13,2871
"3185",2024-05-13,2576
"3186",2024-05-13,2495
"3187",2024-05-13,2525
"3188",2024-05-13,2577
"3189",2024-05-13,2545
"3190",2024-05-13,2819
"3191",2024-05-13,2762
"3192",2024-05-13,2601
"3193",2024-05-13,2375
"3194",2024-05-13,1798
"3195",2024-05-13,1220
"3196",2024-05-13,847
"3197",2024-05-13,428
"3198",2024-05-13,326
"3199",2024-05-13,202
"3200",2024-05-13,121
"3201",2024-05-13,91
"3202",2024-05-14,90
"3203",2024-05-14,134
"3204",2024-05-14,463
"3205",2024-05-14,1728
"3206",2024-05-14,2778
"3207",2024-05-14,2895
"3208",2024-05-14,2913
"3209",2024-05-14,2669
"3210",2024-05-14,2528
"3211",2024-05-14,2322
"3212",2024-05-14,2518
"3213",2024-05-14,2450
"3214",2024-05-14,2750
"3215",2024-05-14,2494
"3216",2024-05-14,2797
"3217",2024-05-14,2501
"3218",2024-05-14,2004
"3219",2024-05-14,1452
"3220",2024-05-14,859
"3221",2024-05-14,535
"3222",2024-05-14,440
"3223",2024-05-14,224
"3224",2024-05-14,106
"3225",2024-05-14,98
"3226",2024-05-15,3111
"3227",2024-05-15,2660
"3228",2024-05-15,3724
"3229",2024-05-15,2674
"3230",2024-05-15,2458
"3231",2024-05-15,2877
"3232",2024-05-15,2780
"3233",2024-05-15,2299
"3234",2024-05-15,1874
"3235",2024-05-15,1387
"3236",2024-05-15,851
"3237",2024-05-15,530
"3238",2024-05-15,354
"3239",2024-05-15,172
"3240",2024-05-15,155
"3241",2024-05-15,109
"3242",2024-05-16,94
"3243",2024-05-16,155
"3244",2024-05-16,460
"3245",2024-05-16,1641
"3246",2024-05-16,2530
"3247",2024-05-16,2449
"3248",2024-05-16,2824
"3249",2024-05-16,2740
"3250",2024-05-16,2500
"3251",2024-05-16,2546
"3252",2024-05-16,2664
"3253",2024-05-16,2634
"3254",2024-05-16,2781
"3255",2024-05-16,2858
"3256",2024-05-16,2774
"3257",2024-05-16,2374
"3258",2024-05-16,1977
"3259",2024-05-16,1415
"3260",2024-05-16,866
"3261",2024-05-16,499
"3262",2024-05-16,377
"3263",2024-05-16,198
"3264",2024-05-16,105
"3265",2024-05-16,94
"3266",2024-05-17,86
"3267",2024-05-17,157
"3268",2024-05-17,377
"3269",2024-05-17,1537
"3270",2024-05-17,2011
"3271",2024-05-17,1455
"3272",2024-05-17,2509
"3273",2024-05-17,2590
"3274",2024-05-17,2565
"3275",2024-05-17,2113
"3276",2024-05-17,2183
"3277",2024-05-17,2715
"3278",2024-05-17,2270
"3279",2024-05-17,2281
"3280",2024-05-17,1047
"3281",2024-05-17,1464
"3282",2024-05-17,794
"3283",2024-05-17,532
"3284",2024-05-17,587
"3285",2024-05-17,315
"3286",2024-05-17,215
"3287",2024-05-17,124
"3288",2024-05-18,134
"3289",2024-05-18,116
"3290",2024-05-18,199
"3291",2024-05-18,569
"3292",2024-05-18,743
"3293",2024-05-18,1047
"3294",2024-05-18,853
"3295",2024-05-18,1868
"3296",2024-05-18,2207
"3297",2024-05-18,919
"3298",2024-05-18,2098
"3299",2024-05-18,2176
"3300",2024-05-18,2170
"3301",2024-05-18,1855
"3302",2024-05-18,2208
"3303",2024-05-18,1774
"3304",2024-05-18,1830
"3305",2024-05-18,1508
"3306",2024-05-18,768
"3307",2024-05-18,615
"3308",2024-05-18,552
"3309",2024-05-18,347
"3310",2024-05-18,284
"3311",2024-05-18,122
"3312",2024-05-19,120
"3313",2024-05-19,90
"3314",2024-05-19,160
"3315",2024-05-19,413
"3316",2024-05-19,446
"3317",2024-05-19,597
"3318",2024-05-19,1052
"3319",2024-05-19,1422
"3320",2024-05-19,1598
"3321",2024-05-19,1828
"3322",2024-05-19,2012
"3323",2024-05-19,2264
"3324",2024-05-19,1935
"3325",2024-05-19,1897
"3326",2024-05-19,1529
"3327",2024-05-19,2079
"3328",2024-05-19,1608
"3329",2024-05-19,633
"3330",2024-05-19,874
"3331",2024-05-19,519
"3332",2024-05-19,358
"3333",2024-05-19,204
"3334",2024-05-19,120
"3335",2024-05-19,98
"3336",2024-05-20,119
"3337",2024-05-20,134
"3338",2024-05-20,408
"3339",2024-05-20,1771
"3340",2024-05-20,2753
"3341",2024-05-20,2850
"3342",2024-05-20,2784
"3343",2024-05-20,2712
"3344",2024-05-20,2652
"3345",2024-05-20,2145
"3346",2024-05-20,2604
"3347",2024-05-20,2550
"3348",2024-05-20,2713
"3349",2024-05-20,1634
"3350",2024-05-20,1649
"3351",2024-05-20,2388
"3352",2024-05-20,1602
"3353",2024-05-20,1180
"3354",2024-05-20,818
"3355",2024-05-20,456
"3356",2024-05-20,383
"3357",2024-05-20,205
"3358",2024-05-20,139
"3359",2024-05-20,134
"3360",2024-05-21,151
"3361",2024-05-21,246
"3362",2024-05-21,556
"3363",2024-05-21,1916
"3364",2024-05-21,2825
"3365",2024-05-21,2845
"3366",2024-05-21,1826
"3367",2024-05-21,1792
"3368",2024-05-21,2137
"3369",2024-05-21,2188
"3370",2024-05-21,2418
"3371",2024-05-21,2430
"3372",2024-05-21,2716
"3373",2024-05-21,2907
"3374",2024-05-21,2474
"3375",2024-05-21,1947
"3376",2024-05-21,1646
"3377",2024-05-21,1115
"3378",2024-05-21,695
"3379",2024-05-21,482
"3380",2024-05-21,361
"3381",2024-05-21,147
"3382",2024-05-21,101
"3383",2024-05-21,91
"3384",2024-05-22,87
"3385",2024-05-22,162
"3386",2024-05-22,388
"3387",2024-05-22,1758
"3388",2024-05-22,2508
"3389",2024-05-22,2846
"3390",2024-05-22,2761
"3391",2024-05-22,2542
"3392",2024-05-22,2136
"3393",2024-05-22,2067
"3394",2024-05-22,2524
"3395",2024-05-22,2537
"3396",2024-05-22,2719
"3397",2024-05-22,2829
"3398",2024-05-22,2909
"3399",2024-05-22,2299
"3400",2024-05-22,1863
"3401",2024-05-22,1149
"3402",2024-05-22,729
"3403",2024-05-22,516
"3404",2024-05-22,393
